Date,Campaign name,Adset name (optional),Spends,Impressions,clicks,Check
2023-11-02,,Interest & KW - Men - NL,0.00,6,0,
2023-11-03,,Interest & KW - Men - NL,0.00,25,2,
2023-11-04,,Interest & KW - Men - NL,0.00,3,0,
2023-11-05,,Interest & KW - Men - NL,0.00,9,0,
2023-11-06,,Interest & KW - Men - NL,0.00,2,0,
2023-11-08,,Interest & KW - Men - NL,0.00,2,0,
2023-11-09,,Interest & KW - Men - NL,0.00,7,0,
2023-11-10,,Interest & KW - Men - NL,0.00,10,0,
2023-11-11,,Interest & KW - Men - NL,0.00,5,0,
2023-11-12,,Interest & KW - Men - NL,0.00,3,0,
2023-11-13,,Interest & KW - Men - NL,0.00,11,0,
2023-11-16,,Interest & KW - Men - NL,0.00,1,0,
2023-11-19,,Interest & KW - Men - NL,0.00,1,0,
2023-11-21,,Interest & KW - Men - NL,0.00,6,0,
2023-11-24,,Interest & KW - Men - NL,0.00,2,0,
2023-11-26,,Interest & KW - Men - NL,0.00,1,0,
2023-11-30,,Interest & KW - Men - NL,0.00,1,0,
2023-12-02,,Interest & KW - Men - NL,0.00,2,0,
2023-12-03,,Interest & KW - Men - NL,0.00,1,0,
2023-12-04,,Interest & KW - Men - NL,0.00,1,0,
2023-12-06,,Interest & KW - Men - NL,0.00,3,0,
2023-12-07,,Interest & KW - Men - NL,0.00,1,0,
2023-12-09,,Interest & KW - Men - NL,0.00,1,0,
2023-12-10,,Interest & KW - Men - NL,0.00,1,0,
2023-12-11,,Interest & KW - Men - NL,0.00,2,0,
2023-12-13,,Interest & KW - Men - NL,0.00,1,0,
2023-12-14,,Interest & KW - Men - NL,0.00,2,0,
2023-12-15,,Interest & KW - Men - NL,0.00,1,0,
2023-12-19,,Interest & KW - Men - NL,0.00,5,0,
2023-12-20,,Interest & KW - Men - NL,0.00,2,0,
2023-12-21,,Interest & KW - Men - NL,0.00,1,0,
2023-12-24,,Interest & KW - Men - NL,0.00,5,0,
2023-12-25,,Interest & KW - Men - NL,0.00,3,0,
2023-12-26,,Interest & KW - Men - NL,0.00,3,0,
2023-12-27,,Interest & KW - Men - NL,0.00,1,0,
2023-12-30,,Interest & KW - Men - NL,0.00,1,0,
2024-01-01,,Interest & KW - Men - NL,0.00,4,0,
2024-01-02,,Interest & KW - Men - NL,0.00,2,1,
2024-01-04,,Interest & KW - Men - NL,0.00,1,0,
2024-01-05,,Interest & KW - Men - NL,0.00,1,0,
2024-01-06,,Interest & KW - Men - NL,0.00,9,0,
2024-01-07,,Interest & KW - Men - NL,0.00,2,0,
2024-01-09,,Interest & KW - Men - NL,0.00,1,0,
2024-01-10,,Interest & KW - Men - NL,0.00,1,0,
2024-01-12,,Interest & KW - Men - NL,0.00,1,0,
2024-01-14,,Interest & KW - Men - NL,0.00,6,0,
2024-01-15,,Interest & KW - Men - NL,0.00,3,0,
2024-01-16,,Interest & KW - Men - NL,0.00,1,0,
2024-01-17,,Interest & KW - Men - NL,0.00,2,0,
2024-01-19,,Interest & KW - Men - NL,0.00,2,0,
2024-01-20,,Interest & KW - Men - NL,0.00,1,0,
2024-01-21,,Interest & KW - Men - NL,0.00,3,0,
2024-01-22,,Interest & KW - Men - NL,0.00,1,0,
2024-01-23,,Interest & KW - Men - NL,0.00,1,0,
2024-01-24,,Interest & KW - Men - NL,0.00,1,0,
2024-01-25,,Interest & KW - Men - NL,0.00,5,0,
2024-01-27,,Interest & KW - Men - NL,0.00,1,0,
2024-01-28,,Interest & KW - Men - NL,0.00,4,1,
2024-01-29,,Interest & KW - Men - NL,0.00,2,0,
2024-01-31,,Interest & KW - Men - NL,0.00,2,0,
2024-02-01,,Interest & KW - Men - NL,0.00,1,0,
2024-02-02,,Interest & KW - Men - NL,0.00,5,3,
2024-02-03,,Interest & KW - Men - NL,0.00,1,0,
2024-02-04,,Interest & KW - Men - NL,0.00,3,0,
2024-02-05,,Interest & KW - Men - NL,0.00,2,0,
